"Subject","AngAffect_Unadj","AngHostil_Unadj","AngAggr_Unadj","FearAffect_Unadj","FearSomat_Unadj","Sadness_Unadj"
"660951",41.2,36.6,52.2,49.3,44.8,43.3
"665254",55.1,58.2,43.4,64.9,76.4,55
"667056",41.4,51.3,50.8,48.5,59.8,42.6
"668361",47.5,58,53.2,49,50.5,49.9
"671855",45.6,51.4,62.6,49,47.2,43.3
"672756",52.8,55.8,59.9,46,40.1,45
"673455",46.2,36.6,43.4,51.2,51.7,45.6
"677766",60.1,60.8,65.4,64.9,72.2,54.7
"677968",46.3,43.6,52.2,54.9,50.9,48.1
"679568",46.5,48.2,43.4,46,46.5,48
"679770",37.7,48.9,43.4,46.9,49.8,38.5
"680250",46.5,59.4,43.4,47.2,45.3,49.4
"680957",49,47.3,43.4,49.5,49.8,46.1
"683256",42.8,36.6,43.4,45.9,50.4,34.2
"685058",43.6,41.4,43.4,46.9,56.6,43.3
"687163",54.1,50.3,61.3,51.9,56.9,43.4
"690152",45.6,44.8,43.4,49,53.6,51.2
"695768",49,58.5,62.7,56,54.8,52.7
"700634",59,52,62.9,49.3,53,45
"702133",40.4,47.5,43.4,50.6,48.9,45.6
"704238",46.9,56.2,52.2,50.6,56.9,51.3
"705341",44.5,44.8,63,49.2,57.5,39.6
"707749",65.6,69.7,55.8,53.7,52.1,54.4
"713239",50.3,41.6,43.4,51.2,58,49.9
"715041",43.7,46.4,66.6,40.5,64.8,39.3
"715647",40,40.5,43.4,46,40.1,41.7
"715950",43.9,40.5,43.4,42.9,40.1,43.3
"720337",50.1,47.1,43.4,49,59.4,48.1
"725751",28.6,53,43.4,32.9,40.1,34.2
"727553",52.5,36.6,56.8,59.4,53,52.7
"727654",54.3,60,43.4,60.3,64.4,49.4
"729254",69.7,57.6,43.4,71.3,62.2,69.5
"729557",50.9,61.2,62.6,56,40.1,48.7
"732243",41.3,36.6,55.8,51.2,53.6,43.8
"735148",54.8,52.3,61.8,52.9,58.3,48.1
"737960",60.4,64.5,59.1,63.3,61.8,62.2
"742549",52.5,47.8,63.2,61.8,73.8,52.7
"748258",42.6,47.1,67.5,42.7,44.8,43.3
"748662",44.1,59.5,43.4,53.7,59.9,42
"749361",54.6,62.8,43.4,57.4,51.5,52.5
"751348",44.5,49,64.9,46.7,54.4,39.6
"753251",45.1,40.9,43.4,32.9,52.7,39
"756055",58.8,47.1,55.8,51.2,52.1,46.7
"759869",46.3,40.5,52.2,43.9,44.8,38.5
"761957",59,53.6,56.9,56,53,49.9
"765056",56.6,54.8,66,57.7,53.6,49.9
"769064",41.5,53,65.1,44.3,52.1,42.1
"770352",44.3,48.9,51.2,51.2,50.8,34.2
"773257",49.5,45,52.2,51.9,67.5,43.6
"782561",40.2,56.3,52.2,41.2,40.1,39.4
"784565",51.3,46.2,57.9,57.7,56.9,51.2
"788876",56.3,55.2,43.4,49.3,57.4,38.9
"789373",46,55.1,55,41.4,40.1,42.4
"792564",44.3,45.2,43.4,54.2,40.1,34.2
"793465",52,36.6,43.4,51.2,54.8,43
"800941",50,53.7,64.9,49.2,45.3,47.9
"802844",38,60.1,68.1,32.9,47.1,38.8
"803240",57.1,36.6,43.4,53.9,40.1,44.4
"814649",46.1,40.9,62.5,46,56.8,43.7
"816653",50.3,51.5,43.4,51.2,57.8,45.6
"820745",52,58.9,43.4,51.2,54.2,48.2
"825048",45.1,48,51.2,49,61,48.2
"826353",43.9,47.3,43.4,58,62.8,51.2
"826454",43.9,36.6,43.4,52.9,40.1,44.7
"833148",49,54.4,43.4,49.2,47.2,51
"833249",55.8,55.4,43.4,51.2,54.3,47.6
"837560",54.8,64,52.2,54.4,66.7,56.7
"837964",56.4,40.5,52.2,65.6,76.4,54.3
"841349",52.9,59.4,62.5,51.4,58.8,48.2
"844961",50.3,57.8,43.4,55.1,40.1,45.6
"845458",52,58.7,62.3,53.1,54.3,43
"849264",48,59.3,73.9,43.6,40.1,46.1
"849971",39.6,36.6,43.4,42.9,40.1,49.9
"852455",60.1,54.5,54.3,63.3,52.7,71.1
"856766",38.8,56.7,43.4,53.7,63.4,42
"856968",55.6,57.4,49.8,51.2,63.2,43.8
"857263",31.6,58,43.4,36.8,40.1,41.7
"859671",45.6,49,55,51.2,56.9,45.6
"861456",28.6,36.6,43.4,37.9,40.1,34.2
"865363",36.3,48,43.4,47.2,54.7,38.9
"867468",56.8,54,43.4,54.4,65.8,45.8
"870861",48.7,47.2,56.6,51.9,49.8,46.1
"871762",33.3,45.8,57.2,39.6,57.3,38.5
"871964",46.8,52.5,43.4,52.1,56.9,51.2
"872158",56.6,51.6,43.4,54,53,49.9
"872562",45.8,53.3,43.4,51.4,54.1,44.8
"873968",44.1,40.5,43.4,51.2,45.3,48.1
"877168",40.9,42.8,43.4,46.2,46.3,43.6
"877269",49.8,52,43.4,55.5,40.1,57.5
"878776",52.2,55.9,55,42.6,56.9,44.8
"878877",42.8,56.6,43.4,42.9,40.1,46.4
"882161",40.8,52.7,58.4,43.7,44.8,45
"884064",59,59.8,43.4,50.4,46.3,57.5
"885975",52.6,48.1,43.4,55.1,51.7,49.4
"887373",47.5,38,43.4,46,46.3,55
"889579",48.7,49,43.4,49,56.9,49.4
"891667",38.9,59.4,43.4,46.3,46.4,38.9
"894067",51.3,36.6,43.4,54.4,57.5,43.6
"894673",36.9,40.5,55,49.6,56,39.4
"894774",31.6,36.6,43.4,32.9,40.1,34.2
"896778",44.2,58.5,52.2,46.7,40.1,39.8
"896879",49,50,70.2,44,40.1,41.4
"898176",49,51.9,52.2,52.9,52.6,48.2
"899885",56.6,60.3,68.2,53.7,50.4,48.7
"901038",61.9,51.4,66.6,54.4,54.4,42.6
"901139",42.4,41.4,43.4,51.4,54.7,48.7
"901442",44.2,44.8,43.4,49,40.1,34.2
"904044",28.6,36.6,43.4,46,40.1,34.2
"907656",49,66.2,66,45.7,40.1,48.1
"910241",47.5,53.5,49.8,51.2,44.8,51.7
"912447",43.3,64,68.8,58.3,54.3,54.7
"917255",52,42.8,43.4,49,40.1,48.1
"922854",41.1,36.6,54,41.7,40.1,40.7
"923755",56.9,47.1,60.8,44,51,48.1
"926862",51,45.7,60.7,50.8,48.9,43
"930449",43.7,49.3,43.4,48.5,55.4,39.8
"932554",46,59.5,56.8,44,40.1,46.1
"937160",40.3,42.8,58.4,38.3,56.9,34.2
"942658",41,40.5,52.2,51.9,56.9,42.7
"947668",55,67.8,43.4,63.3,63.9,57.6
"951457",52.8,43.6,43.4,49,56.9,55
"952863",49.6,48.7,43.4,56.5,50.5,48.5
"955465",47.2,56.6,59.9,44.3,44.8,46.1
"959574",51.1,48.5,43.4,57.7,54.4,49.4
"965771",41.9,61.1,62.2,46,40.1,38.9
"971160",51.8,58.1,43.4,62.7,61.3,52.7
"978578",50.6,63.4,53.2,56.5,53.3,51.3
"979984",48.1,54,61.1,62.1,68.9,46.1
"983773",57,63.4,54,53.1,59.7,45.6
"984472",38.1,36.6,43.4,57,51,34.2
"990366",46.2,53,49.8,46,55.5,48.1
"991267",50.6,49.1,62.1,49.3,50.3,54.3
"992774",43.8,51.5,43.4,46.7,40.1,42.6
"993675",49.8,48.9,43.4,53.7,53.6,50.8
"996782",52,48.9,53.7,51.2,44.8,45.6
